Total Fwd Packet,Total Bwd packets,Flow Bytes/s,Bwd Packets/s,FWD Init Win Bytes,Bwd Init Win Bytes,Flow Duration,Flow IAT Min,Fwd IAT Min,Fwd IAT Total,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Std,Packet Length Max,Fwd Seg Size Min,PSH Flag Count,Down/Up Ratio,Fwd Header Length,Label
4,2,9089.039687,41.12687641,-1,-1,48630.0,3,3,45290,3,0.0,3,188.0,254.0,47,0.0,127,0.0,127,20,0,0,80.0,BENIGN
4,2,4683.673712,23.77499346,-1,-1,84122.0,3,3,64077,4,0.0,4,140.0,254.0,35,0.0,127,0.0,127,20,0,0,104.0,BENIGN
4,4,8688.072477,57.15837156,-1,-1,69981.0,3,3,69789,4,12294.98325,21375,148.0,460.0,37,0.0,115,0.0,115,20,0,1,80.0,BENIGN
4,2,2385.911759,12.62387174,-1,-1,158430.0,1,1,67580,3,0.0,3,128.0,250.0,32,0.0,125,0.0,125,20,0,0,80.0,BENIGN
2,2,1935483.871,9216.589862,-1,-1,217.0,1,46,46,1,0.0,1,82.0,338.0,41,0.0,169,0.0,169,32,0,1,64.0,BENIGN
2,2,1264516.129,12903.22581,-1,-1,155.0,4,4,4,49,0.0,49,82.0,114.0,41,0.0,57,0.0,57,20,0,1,40.0,BENIGN
2,2,959276.0181,9049.773756,-1,-1,221.0,1,3,3,1,0.0,1,74.0,138.0,37,0.0,69,0.0,69,20,0,1,40.0,BENIGN
4,4,19069.87614,93.479785,-1,-1,42790.0,1,3,42567,1,24570.01797,42630,152.0,664.0,38,0.0,166,0.0,166,20,0,1,104.0,BENIGN
2,2,1123595.506,11235.95506,-1,-1,178.0,4,4,4,49,0.0,49,52.0,148.0,26,0.0,74,0.0,74,20,0,1,40.0,BENIGN
2,2,1615763.547,9852.216749,-1,-1,203.0,3,3,3,48,0.0,48,100.0,228.0,50,0.0,114,0.0,114,20,0,1,40.0,BENIGN
2,2,6744.604317,32.11716341,-1,-1,62272.0,3,48,48,3,0.0,3,82.0,338.0,41,0.0,169,0.0,169,20,0,1,40.0,BENIGN
4,2,1851.816859,9.448045199,-1,-1,211684.0,1,1,39736,3,0.0,3,116.0,276.0,29,0.0,138,0.0,138,20,0,0,80.0,BENIGN
4,2,8784.832884,40.85968783,-1,-1,48948.0,3,3,30705,3,0.0,3,140.0,290.0,35,0.0,145,0.0,145,20,0,0,80.0,BENIGN
2,2,990476.1905,9523.809524,-1,-1,210.0,48,48,48,48,0.0,48,88.0,120.0,44,0.0,60,0.0,60,32,0,1,64.0,BENIGN
2,2,1557894.737,7017.54386,-1,-1,285.0,2,3,3,2,0.0,2,94.0,350.0,47,0.0,175,0.0,175,20,0,1,40.0,BENIGN
2,2,1888268.156,11173.18436,-1,-1,179.0,3,3,3,49,0.0,49,88.0,250.0,44,0.0,125,0.0,125,20,0,1,40.0,BENIGN
4,2,1817.849454,10.15558354,-1,-1,196936.0,3,3,76340,4,0.0,4,152.0,206.0,38,0.0,103,0.0,103,20,0,0,80.0,BENIGN
4,2,2006.450973,11.66541263,-1,-1,171447.0,47,47,67968,47,0.0,47,116.0,228.0,29,0.0,114,0.0,114,20,0,0,80.0,BENIGN
4,2,4761.029036,20.43360101,-1,-1,97878.0,4,4,30745,48,0.0,48,144.0,322.0,36,0.0,161,0.0,161,20,0,0,80.0,BENIGN
2,2,3513.154813,39.03505348,-1,-1,51236.0,4,50,50,4,0.0,4,74.0,106.0,37,0.0,53,0.0,53,20,0,1,40.0,BENIGN
4,2,3504.805965,17.52402983,-1,-1,114129.0,1,1,79052,48,0.0,48,148.0,252.0,37,0.0,126,0.0,126,20,0,0,92.0,BENIGN
4,2,10534.44986,31.54026904,-1,-1,63411.0,1,1,36316,16,0.0,16,336.0,332.0,84,0.0,166,0.0,166,20,0,0,80.0,BENIGN
2,2,8324.994997,80.04802882,-1,-1,24985.0,3,4,4,3,0.0,3,88.0,120.0,44,0.0,60,0.0,60,20,0,1,40.0,BENIGN
2,2,13597.34852,84.98342823,-1,-1,23534.0,1,1,1,3,0.0,3,82.0,238.0,41,0.0,119,0.0,119,20,0,1,40.0,BENIGN
4,2,5872.38403,39.41197336,-1,-1,50746.0,3,3,30663,4,0.0,4,132.0,166.0,33,0.0,83,0.0,83,20,0,0,80.0,BENIGN
4,2,9695.195216,27.62163879,-1,-1,72407.0,1,1,59581,48,0.0,48,180.0,522.0,45,0.0,261,0.0,261,20,0,0,80.0,BENIGN
4,4,7533.390987,76.8713366,-1,-1,52035.0,4,4,51885,47,29890.28947,51914,164.0,228.0,41,0.0,57,0.0,57,20,0,1,80.0,BENIGN
4,2,5943.477919,39.36078092,-1,-1,50812.0,3,3,31178,3,0.0,3,164.0,138.0,41,0.0,69,0.0,69,20,0,0,80.0,BENIGN
2,2,17771.6524,72.53735674,-1,-1,27572.0,4,47,47,4,0.0,4,68.0,422.0,34,0.0,211,0.0,211,20,0,1,40.0,BENIGN
2,2,13421.14038,83.36112037,-1,-1,23992.0,3,4,4,3,0.0,3,100.0,222.0,50,0.0,111,0.0,111,32,0,1,64.0,BENIGN
4,2,7786.062947,29.94639595,-1,-1,66786.0,3,3,31190,4,0.0,4,176.0,344.0,44,0.0,172,0.0,172,20,0,0,80.0,BENIGN
2,2,2192893.401,10152.28426,-1,-1,197.0,4,4,4,49,0.0,49,168.0,264.0,84,0.0,132,0.0,132,20,0,1,40.0,BENIGN
4,2,3120.743034,24.76780186,-1,-1,80750.0,1,1,62547,4,0.0,4,104.0,148.0,26,0.0,74,0.0,74,20,0,0,80.0,BENIGN
2,2,13991.33146,76.03984488,-1,-1,26302.0,3,3,3,4,0.0,4,84.0,284.0,42,0.0,142,0.0,142,32,0,1,64.0,BENIGN
4,4,6232.184274,70.82027584,-1,-1,56481.0,1,1,55677,3,5260.238303,9120,176.0,176.0,44,0.0,44,0.0,44,20,0,1,80.0,BENIGN
2,2,14975.88628,84.60952703,-1,-1,23638.0,3,3,3,4,0.0,4,80.0,274.0,40,0.0,137,0.0,137,20,0,1,40.0,BENIGN
4,2,6721.693558,25.75361516,-1,-1,77659.0,1,1,33568,2,0.0,2,260.0,262.0,65,0.0,131,0.0,131,20,0,0,80.0,BENIGN
4,2,7648.816364,18.3865778,-1,-1,108775.0,3,3,30206,4,0.0,4,140.0,692.0,35,0.0,346,0.0,346,20,0,0,80.0,BENIGN
2,2,2080645.161,8064.516129,-1,-1,248.0,4,4,4,48,0.0,48,130.0,386.0,65,0.0,193,0.0,193,20,0,1,40.0,BENIGN
4,4,18473.63249,131.0186702,-1,-1,30530.0,4,4,30366,4,3961.83863,6940,160.0,404.0,40,0.0,101,0.0,101,20,0,1,80.0,BENIGN
2,2,13419.44142,83.87150885,-1,-1,23846.0,4,48,48,4,0.0,4,76.0,244.0,38,0.0,122,0.0,122,32,0,1,64.0,BENIGN
2,2,1445026.178,10471.20419,-1,-1,191.0,4,4,4,47,0.0,47,74.0,202.0,37,0.0,101,0.0,101,20,0,1,40.0,BENIGN
4,4,4450.65221,47.34736394,-1,-1,84482.0,1,1,84219,1,21054.80964,36474,132.0,244.0,33,0.0,61,0.0,61,20,0,1,80.0,BENIGN
2,2,1653061.224,10204.08163,-1,-1,196.0,4,4,4,49,0.0,49,60.0,264.0,30,0.0,132,0.0,132,20,0,1,40.0,BENIGN
2,2,2628158.845,7220.216606,-1,-1,277.0,3,3,3,47,0.0,47,76.0,652.0,38,0.0,326,0.0,326,20,0,1,40.0,BENIGN
2,2,648221.3439,7905.13834,-1,-1,253.0,3,3,3,49,0.0,49,66.0,98.0,33,0.0,49,0.0,49,20,0,1,40.0,BENIGN
2,2,11923.89006,84.56659619,-1,-1,23650.0,3,3,3,48,0.0,48,80.0,202.0,40,0.0,101,0.0,101,20,0,1,40.0,BENIGN
2,2,1018867.925,9433.962264,-1,-1,212.0,4,4,4,49,0.0,49,92.0,124.0,46,0.0,62,0.0,62,20,0,1,40.0,BENIGN
4,2,4688.973268,25.48355037,-1,-1,78482.0,1,1,34610,3,0.0,3,132.0,236.0,33,0.0,118,0.0,118,20,0,0,80.0,BENIGN
4,2,1852.369444,10.96076594,-1,-1,182469.0,3,48,34509,3,0.0,3,112.0,226.0,28,0.0,113,0.0,113,20,0,0,80.0,BENIGN
2,2,12699.73023,83.00477277,-1,-1,24095.0,3,3,3,4,0.0,4,92.0,214.0,46,0.0,107,0.0,107,32,0,1,64.0,BENIGN
6,4,219.5112058,1.363423639,-1,-1,2933791.0,3,3,2933560,47,1661735.03,2878352,232.0,412.0,37,2.581988897,65,43.87862046,141,20,0,0,120.0,BENIGN
2,2,942408.377,10471.20419,-1,-1,191.0,3,3,3,49,0.0,49,74.0,106.0,37,0.0,53,0.0,53,20,0,1,40.0,BENIGN
4,2,4376.112941,23.27719649,-1,-1,85921.0,3,3,55537,4,0.0,4,176.0,200.0,44,0.0,100,0.0,100,20,0,0,80.0,BENIGN
2,2,1021739.13,10869.56522,-1,-1,184.0,3,3,3,46,0.0,46,78.0,110.0,39,0.0,55,0.0,55,32,0,1,64.0,BENIGN
2,2,1185185.185,12345.67901,-1,-1,162.0,3,3,3,48,0.0,48,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0,BENIGN
4,4,3080.911499,37.57209145,-1,-1,106462.0,3,3,106308,3,30287.80385,52538,132.0,196.0,33,0.0,49,0.0,49,20,0,1,80.0,BENIGN
2,2,1596059.113,9852.216749,-1,-1,203.0,3,3,3,48,0.0,48,60.0,264.0,30,0.0,132,0.0,132,20,0,1,40.0,BENIGN
4,4,7801.873476,51.32811497,-1,-1,77930.0,1,1,77686,1,17019.41998,29486,148.0,460.0,37,0.0,115,0.0,115,20,0,1,104.0,BENIGN
4,2,5825.164712,40.17354973,-1,-1,49784.0,3,3,43225,3,0.0,3,156.0,134.0,39,0.0,67,0.0,67,20,0,0,104.0,BENIGN
4,2,6406.380232,32.68561343,-1,-1,61189.0,3,3,34273,4,0.0,4,148.0,244.0,37,0.0,122,0.0,122,20,0,0,80.0,BENIGN
4,4,6913.055039,66.47168306,-1,-1,60176.0,4,4,60019,48,34582.99245,60045,176.0,240.0,44,0.0,60,0.0,60,20,0,1,80.0,BENIGN
4,4,5291.406885,43.37218758,-1,-1,92225.0,3,3,91950,4,26301.20071,45633,128.0,360.0,32,0.0,90,0.0,90,20,0,1,80.0,BENIGN
2,2,1084745.763,11299.43503,-1,-1,177.0,3,3,3,48,0.0,48,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0,BENIGN
4,4,5277.70171,49.78963878,-1,-1,80338.0,3,3,80142,3,17492.57358,30376,116.0,308.0,29,0.0,77,0.0,77,20,0,1,104.0,BENIGN
4,2,5846.976278,33.41129302,-1,-1,59860.0,1,1,51544,3,0.0,3,148.0,202.0,37,0.0,101,0.0,101,20,0,0,80.0,BENIGN
2,2,1142857.143,11904.7619,-1,-1,168.0,3,3,3,48,0.0,48,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0,BENIGN
4,2,7122.446368,42.64937945,-1,-1,46894.0,3,3,30588,3,0.0,3,172.0,162.0,43,0.0,81,0.0,81,20,0,0,80.0,BENIGN
2,2,949152.5424,11299.43503,-1,-1,177.0,4,4,4,49,0.0,49,68.0,100.0,34,0.0,50,0.0,50,20,0,1,40.0,BENIGN
2,2,1480000.0,10000.0,-1,-1,200.0,3,3,3,47,0.0,47,84.0,212.0,42,0.0,106,0.0,106,20,0,1,40.0,BENIGN
4,4,15339.34687,96.4738797,-1,-1,41462.0,1,1,41295,3,9825.661318,17095,168.0,468.0,42,0.0,117,0.0,117,20,0,1,80.0,BENIGN
2,2,11505.8369,83.98421097,-1,-1,23814.0,2,2,2,4,0.0,4,74.0,200.0,37,0.0,100,0.0,100,20,0,1,40.0,BENIGN
2,2,6109.313066,72.72991745,-1,-1,27499.0,3,4,4,3,0.0,3,68.0,100.0,34,0.0,50,0.0,50,32,0,1,64.0,BENIGN
2,2,11949.02862,83.55964069,-1,-1,23935.0,3,3,3,3,0.0,3,82.0,204.0,41,0.0,102,0.0,102,20,0,1,40.0,BENIGN
4,4,3233.885496,35.1509293,-1,-1,113795.0,3,3,113622,4,36300.61647,62954,152.0,216.0,38,0.0,54,0.0,54,20,0,1,80.0,BENIGN
2,2,6872.993662,41.15565067,-1,-1,48596.0,3,3,3,3,0.0,3,102.0,232.0,51,0.0,116,0.0,116,20,0,1,40.0,BENIGN
2,2,10052.19408,77.32456988,-1,-1,25865.0,2,2,2,3,0.0,3,68.0,192.0,34,0.0,96,0.0,96,20,0,1,40.0,BENIGN
4,2,6794.531392,32.9831621,-1,-1,60637.0,3,3,30816,3,0.0,3,152.0,260.0,38,0.0,130,0.0,130,20,0,0,104.0,BENIGN
4,2,8060.217071,42.64665117,-1,-1,46897.0,3,3,30887,3,0.0,3,124.0,254.0,31,0.0,127,0.0,127,20,0,0,80.0,BENIGN
4,2,6290.441478,32.76271603,-1,-1,61045.0,3,3,30812,48,0.0,48,120.0,264.0,30,0.0,132,0.0,132,20,0,0,80.0,BENIGN
2,2,1761658.031,10362.6943,-1,-1,193.0,3,3,3,48,0.0,48,74.0,266.0,37,0.0,133,0.0,133,20,0,1,40.0,BENIGN
2,2,1225000.0,12500.0,-1,-1,160.0,1,49,49,1,0.0,1,82.0,114.0,41,0.0,57,0.0,57,20,0,1,40.0,BENIGN
4,2,8140.540313,42.17896535,-1,-1,47417.0,3,3,31036,3,0.0,3,136.0,250.0,34,0.0,125,0.0,125,20,0,0,80.0,BENIGN
4,2,6555.75484,41.23116251,-1,-1,48507.0,3,3,30523,4,0.0,4,136.0,182.0,34,0.0,91,0.0,91,20,0,0,80.0,BENIGN
4,2,5151.534568,25.62952521,-1,-1,78035.0,3,3,55609,3,0.0,3,180.0,222.0,45,0.0,111,0.0,111,20,0,0,80.0,BENIGN
2,2,1557692.308,9615.384615,-1,-1,208.0,3,3,3,49,0.0,49,60.0,264.0,30,0.0,132,0.0,132,32,0,1,64.0,BENIGN
4,4,10419.38005,130.2422506,-1,-1,30712.0,3,3,30580,48,17579.44968,30594,128.0,192.0,32,0.0,48,0.0,48,20,0,1,104.0,BENIGN
2,2,4126.492878,39.67781613,-1,-1,50406.0,3,46,46,3,0.0,3,76.0,132.0,38,0.0,66,0.0,66,20,0,1,40.0,BENIGN
2,2,884615.3846,9615.384615,-1,-1,208.0,48,48,48,49,0.0,49,76.0,108.0,38,0.0,54,0.0,54,20,0,1,40.0,BENIGN
4,4,13841.73413,130.5823975,-1,-1,30632.0,3,3,30480,48,17525.17875,30500,180.0,244.0,45,0.0,61,0.0,61,20,0,1,104.0,BENIGN
4,2,2795.352726,24.95850648,-1,-1,80133.0,1,1,30701,3,0.0,3,128.0,96.0,32,0.0,48,0.0,48,20,0,0,80.0,BENIGN
4,4,7067.918277,73.62414872,-1,-1,54330.0,1,1,54090,48,31207.80278,54199,160.0,224.0,40,0.0,56,0.0,56,20,0,1,80.0,BENIGN
4,2,6143.734819,23.81292566,-1,-1,83988.0,1,1,80642,49,0.0,49,136.0,380.0,34,0.0,190,0.0,190,20,0,0,80.0,BENIGN
2,2,1216374.269,11695.90643,-1,-1,171.0,3,3,3,48,0.0,48,88.0,120.0,44,0.0,60,0.0,60,20,0,1,40.0,BENIGN
2,2,11266.18463,84.07600471,-1,-1,23788.0,4,48,48,4,0.0,4,66.0,202.0,33,0.0,101,0.0,101,20,0,1,40.0,BENIGN
4,2,2447.915749,17.61090467,-1,-1,113566.0,3,3,65283,4,0.0,4,116.0,162.0,29,0.0,81,0.0,81,20,0,0,80.0,BENIGN
2,2,11317.51483,78.05182641,-1,-1,25624.0,48,48,48,49,0.0,49,62.0,228.0,31,0.0,114,0.0,114,20,0,1,40.0,BENIGN
2,2,2242424.242,7575.757576,-1,-1,264.0,47,48,48,47,0.0,47,168.0,424.0,84,0.0,212,0.0,212,20,0,1,40.0,BENIGN
2,2,21100.6077,84.40243079,-1,-1,23696.0,4,48,48,4,0.0,4,168.0,332.0,84,0.0,166,0.0,166,20,0,1,40.0,BENIGN
4,4,4144.310823,49.33703361,-1,-1,81075.0,1,1,80814,47,10730.34344,18728,136.0,200.0,34,0.0,50,0.0,50,20,0,1,80.0,BENIGN
4,4,7406.264465,88.16981506,-1,-1,45367.0,1,1,45048,48,26039.07449,45245,136.0,200.0,34,0.0,50,0.0,50,20,0,1,80.0,BENIGN
2,2,1350000.0,8333.333333,-1,-1,240.0,4,4,4,48,0.0,48,60.0,264.0,30,0.0,132,0.0,132,20,0,1,40.0,BENIGN
2,2,1084507.042,7042.253521,-1,-1,284.0,2,3,3,2,0.0,2,106.0,202.0,53,0.0,101,0.0,101,20,0,1,40.0,BENIGN
2,2,6792.549556,42.72043746,-1,-1,46816.0,3,3,3,3,0.0,3,68.0,250.0,34,0.0,125,0.0,125,20,0,1,40.0,BENIGN
4,2,4051.08388,28.73109135,-1,-1,69611.0,1,1,65650,49,0.0,49,120.0,162.0,30,0.0,81,0.0,81,20,0,0,80.0,BENIGN
4,2,2844.01147,15.71277055,-1,-1,127285.0,1,1,55204,4,0.0,4,144.0,218.0,36,0.0,109,0.0,109,20,0,0,80.0,BENIGN
4,2,7688.174265,41.33427024,-1,-1,48386.0,3,3,35883,3,0.0,3,160.0,212.0,40,0.0,106,0.0,106,20,0,0,80.0,BENIGN
4,4,9018.660156,49.82685169,-1,-1,80278.0,1,1,79874,3,18327.13334,31823,168.0,556.0,42,0.0,139,0.0,139,20,0,1,80.0,BENIGN
4,2,10052.35602,41.88481675,-1,-1,47750.0,1,1,30570,4,0.0,4,232.0,248.0,58,0.0,124,0.0,124,20,0,0,80.0,BENIGN
4,2,3414.931025,16.90559913,-1,-1,118304.0,3,3,41365,3,0.0,3,140.0,264.0,35,0.0,132,0.0,132,20,0,0,80.0,BENIGN
4,2,2623.334081,13.59240456,-1,-1,147141.0,3,3,30787,4,0.0,4,136.0,250.0,34,0.0,125,0.0,125,20,0,0,80.0,BENIGN
2,2,1742647.059,7352.941176,-1,-1,272.0,2,4,4,2,0.0,2,60.0,414.0,30,0.0,207,0.0,207,20,0,1,40.0,BENIGN
4,4,17778.33817,126.0875047,-1,-1,31724.0,1,1,31473,3,4400.618744,7697,160.0,404.0,40,0.0,101,0.0,101,20,0,1,80.0,BENIGN
2,2,1580487.805,9756.097561,-1,-1,205.0,3,3,3,48,0.0,48,60.0,264.0,30,0.0,132,0.0,132,20,0,1,40.0,BENIGN
2,2,5464.254667,27.59724579,-1,-1,72471.0,3,48,48,3,0.0,3,90.0,306.0,45,0.0,153,0.0,153,20,0,1,40.0,BENIGN
4,4,22783.98611,108.495172,-1,-1,36868.0,1,1,36501,1,21148.64209,36704,164.0,676.0,41,0.0,169,0.0,169,20,0,1,80.0,BENIGN
4,4,9860.496386,74.7007302,-1,-1,53547.0,1,1,53259,2,30795.87195,53415,136.0,392.0,34,0.0,98,0.0,98,20,0,1,80.0,BENIGN
4,4,10868.96653,73.43896304,-1,-1,54467.0,3,3,54227,48,31288.34314,54337,232.0,360.0,58,0.0,90,0.0,90,20,0,1,80.0,BENIGN
4,4,17245.9189,131.6482359,-1,-1,30384.0,3,3,30187,3,3749.383194,6572,136.0,388.0,34,0.0,97,0.0,97,20,0,1,80.0,BENIGN
4,4,21207.23153,131.721935,-1,-1,30367.0,3,3,30202,4,3923.156765,6873,192.0,452.0,48,0.0,113,0.0,113,20,0,1,104.0,BENIGN
4,2,2210.481685,9.527938297,-1,-1,209909.0,3,13,65460,3,0.0,3,176.0,288.0,44,0.0,144,0.0,144,20,0,0,80.0,BENIGN
4,2,6053.328508,16.44926225,-1,-1,121586.0,0,0,79704,4,0.0,4,120.0,616.0,30,0.0,308,0.0,308,20,0,0,80.0,BENIGN
4,2,8487.331717,41.80951585,-1,-1,47836.0,3,4,30848,3,0.0,3,204.0,202.0,51,0.0,101,0.0,101,20,0,0,80.0,BENIGN
2,2,888888.8889,9259.259259,-1,-1,216.0,49,49,49,49,0.0,49,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0,BENIGN
2,2,2339285.714,8928.571429,-1,-1,224.0,3,3,3,47,0.0,47,134.0,390.0,67,0.0,195,0.0,195,20,0,1,40.0,BENIGN
4,4,12066.09338,90.04547296,-1,-1,44422.0,1,1,44134,1,25527.26429,44288,204.0,332.0,51,0.0,83,0.0,83,20,0,1,80.0,BENIGN
4,4,18340.92157,129.1614195,-1,-1,30969.0,3,3,30765,48,17694.63116,30798,220.0,348.0,55,0.0,87,0.0,87,20,0,1,80.0,BENIGN
2,2,5091.750703,33.06331625,-1,-1,60490.0,3,3,3,4,0.0,4,88.0,220.0,44,0.0,110,0.0,110,20,0,1,40.0,BENIGN
2,2,11610.78625,42.06806613,-1,-1,47542.0,3,48,48,3,0.0,3,68.0,484.0,34,0.0,242,0.0,242,20,0,1,40.0,BENIGN
2,2,964705.8824,11764.70588,-1,-1,170.0,4,4,4,48,0.0,48,66.0,98.0,33,0.0,49,0.0,49,20,0,1,40.0,BENIGN
2,2,1747252.747,10989.01099,-1,-1,182.0,3,3,3,48,0.0,48,82.0,236.0,41,0.0,118,0.0,118,20,0,1,40.0,BENIGN
2,2,1142857.143,11904.7619,-1,-1,168.0,4,4,4,48,0.0,48,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0,BENIGN
2,2,3936.784865,28.32219327,-1,-1,70616.0,48,49,49,48,0.0,48,74.0,204.0,37,0.0,102,0.0,102,20,0,1,40.0,BENIGN
2,2,17973.58301,83.59806052,-1,-1,23924.0,4,4,4,48,0.0,48,134.0,296.0,67,0.0,148,0.0,148,20,0,1,40.0,BENIGN
4,4,14477.27025,87.21247138,-1,-1,45865.0,1,1,45662,3,12746.47043,22154,220.0,444.0,55,0.0,111,0.0,111,20,0,1,80.0,BENIGN
2,2,3016759.777,11173.18436,-1,-1,179.0,1,1,1,48,0.0,48,142.0,398.0,71,0.0,199,0.0,199,20,0,1,40.0,BENIGN
2,2,1051546.392,10309.27835,-1,-1,194.0,4,4,4,49,0.0,49,86.0,118.0,43,0.0,59,0.0,59,20,0,1,40.0,BENIGN
2,2,10447.32805,82.91530202,-1,-1,24121.0,3,3,3,48,0.0,48,88.0,164.0,44,0.0,82,0.0,82,20,0,1,40.0,BENIGN
2,2,1297297.297,10810.81081,-1,-1,185.0,3,3,3,49,0.0,49,104.0,136.0,52,0.0,68,0.0,68,20,0,1,40.0,BENIGN
4,4,15905.41956,71.00633732,-1,-1,56333.0,1,48,56143,1,12788.61873,22224,284.0,612.0,71,0.0,153,0.0,153,20,0,1,80.0,BENIGN
4,4,7989.912178,44.63638088,-1,-1,89613.0,3,3,89410,4,2757.512647,4854,144.0,572.0,36,0.0,143,0.0,143,20,0,1,80.0,BENIGN
4,2,8138.608046,27.96772525,-1,-1,71511.0,3,3,61153,4,0.0,4,132.0,450.0,33,0.0,225,0.0,225,20,0,0,80.0,BENIGN
4,4,11871.93762,70.2481516,-1,-1,56941.0,2,2,56646,4,909.3164099,1654,208.0,468.0,52,0.0,117,0.0,117,20,0,1,80.0,BENIGN
4,4,6937.316391,70.78894277,-1,-1,56506.0,1,1,56316,1,12867.40549,22293,140.0,252.0,35,0.0,63,0.0,63,20,0,1,80.0,BENIGN
4,2,8167.084946,42.53690076,-1,-1,47018.0,3,3,30526,4,0.0,4,128.0,256.0,32,0.0,128,0.0,128,20,0,0,80.0,BENIGN
4,2,6180.779446,33.40961863,-1,-1,59863.0,3,3,30167,4,0.0,4,172.0,198.0,43,0.0,99,0.0,99,20,0,0,80.0,BENIGN
2,2,1209876.543,12345.67901,-1,-1,162.0,1,3,3,1,0.0,1,82.0,114.0,41,0.0,57,0.0,57,20,0,1,40.0,BENIGN
2,2,5987.190198,69.61849067,-1,-1,28728.0,3,3,3,3,0.0,3,70.0,102.0,35,0.0,51,0.0,51,20,0,1,40.0,BENIGN
2,2,1081761.006,12578.61635,-1,-1,159.0,1,156,156,1,0.0,1,70.0,102.0,35,0.0,51,0.0,51,20,0,1,40.0,BENIGN
4,2,17440.0368,41.82263023,-1,-1,47821.0,3,3,30637,4,0.0,4,180.0,654.0,45,0.0,327,0.0,327,20,0,0,80.0,BENIGN
2,2,5934.521343,33.15375052,-1,-1,60325.0,3,3,3,3,0.0,3,82.0,276.0,41,0.0,138,0.0,138,20,0,1,40.0,BENIGN
2,2,5796.148233,41.10743428,-1,-1,48653.0,4,4,4,4,0.0,4,80.0,202.0,40,0.0,101,0.0,101,20,0,1,40.0,BENIGN
2,2,7879.956409,83.8293235,-1,-1,23858.0,3,3,3,3,0.0,3,62.0,126.0,31,0.0,63,0.0,63,20,0,1,40.0,BENIGN
2,2,725581.3953,9302.325581,-1,-1,215.0,48,49,49,48,0.0,48,62.0,94.0,31,0.0,47,0.0,47,32,0,1,64.0,BENIGN
2,2,6753.886671,42.47727466,-1,-1,47084.0,3,3,3,4,0.0,4,68.0,250.0,34,0.0,125,0.0,125,20,0,1,40.0,BENIGN
4,2,5210.535337,22.85322516,-1,-1,87515.0,1,1,58434,10,0.0,10,172.0,284.0,43,0.0,142,0.0,142,20,0,0,80.0,BENIGN
2,2,1364406.78,8474.576271,-1,-1,236.0,4,4,4,48,0.0,48,78.0,244.0,39,0.0,122,0.0,122,20,0,1,40.0,BENIGN
4,4,8864.579404,94.30403621,-1,-1,42416.0,1,1,42076,47,24334.44783,42291,124.0,252.0,31,0.0,63,0.0,63,20,0,1,104.0,BENIGN
4,4,6648.978679,63.93248729,-1,-1,62566.0,1,1,62273,47,35958.52948,62426,144.0,272.0,36,0.0,68,0.0,68,20,0,1,104.0,BENIGN
4,2,7548.415039,41.24816961,-1,-1,48487.0,10,10,42233,76,0.0,76,124.0,242.0,31,0.0,121,0.0,121,20,0,0,104.0,BENIGN
2,2,11155.84633,83.87854387,-1,-1,23844.0,3,49,49,3,0.0,3,72.0,194.0,36,0.0,97,0.0,97,32,0,1,64.0,BENIGN
4,4,17934.32682,129.0239339,-1,-1,31002.0,3,3,30841,3,4039.785308,7075,156.0,400.0,39,0.0,100,0.0,100,20,0,1,80.0,BENIGN
2,2,1050279.33,11173.18436,-1,-1,179.0,3,3,3,48,0.0,48,78.0,110.0,39,0.0,55,0.0,55,20,0,1,40.0,BENIGN
2,2,1090909.091,11363.63636,-1,-1,176.0,3,3,3,48,0.0,48,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0,BENIGN
2,2,12821.59426,84.35259384,-1,-1,23710.0,3,49,49,3,0.0,3,62.0,242.0,31,0.0,121,0.0,121,32,0,1,64.0,BENIGN
4,4,4873.17256,62.47657129,-1,-1,64024.0,3,47,63844,3,23053.03037,40007,124.0,188.0,31,0.0,47,0.0,47,20,0,1,104.0,BENIGN
25,40,53669.3146,43.19635768,8192,5450,926004.0,1,159,925884,1,45759.57076,780800,1196.0,48502.0,0,157.5829623,0,773.0252907,2963,20,1,1,512.0,BENIGN
30,42,2048.048753,3.704321417,8192,19791,11338109.0,3,4,11300000,3,221460.6301,5288243,15512.0,7709.0,0,403.9988847,0,210.7930672,885,20,1,1,612.0,BENIGN
2,0,1229166.667,0.0,63183,-1,48.0,48,48,48,0,0.0,0,59.0,0.0,6,33.23401872,0,0.0,53,20,0,0,40.0,BENIGN
29,38,1795.767871,3.273961478,8192,17909,11606734.0,3,3,11600000,48,366269.7175,6281888,13636.0,7207.0,0,405.3829212,0,219.0182365,885,20,1,1,592.0,BENIGN
28,36,1699.431466,3.101938488,8192,17328,11605646.0,3,3,11600000,3,354855.9017,6080452,13055.0,6668.0,0,414.8418373,0,216.9335792,885,20,1,1,572.0,BENIGN
