Total Fwd Packet,Total Bwd packets,Flow Bytes/s,Bwd Packets/s,FWD Init Win Bytes,Bwd Init Win Bytes,Flow Duration,Flow IAT Min,Fwd IAT Min,Fwd IAT Total,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Std,Packet Length Max,Fwd Seg Size Min,PSH Flag Count,Down/Up Ratio,Fwd Header Length
3,4,35285.6684,11.05448757,8192,229,361844.0,40.7298,262,37773,196,176941.4445,361805,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0
3,0,2.1398,0.0,256,-1,10955892.0,260.9877,273,11000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,6,32285.7792,15.97456849,8192,229,375597.0,15.1077,383,35918,16,148541.9031,375556,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0
4,0,2.1809,0.0,256,-1,10941545.0,280.4568,272,10900000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,4,30609.0182,11.14140956,8192,229,359021.0,22.5685,417,34831,181,177730.3096,358996,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0
5,0,2.1067,0.0,256,-1,10955218.0,340.8577,343,11000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,7,29822.3314,18.05110009,8192,229,387788.0,10.9124,48,29181,13,144231.0348,387776,26.0,11601.0,0,10.26320288,0,1561.969346,4380,20,1,2,72.0
5,0,2.8099,0.0,256,-1,10918694.0,0.9161,1,10900000,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
2,6,28111.7148,15.65749746,8192,229,383203.0,43.7482,23555,23555,159,158171.9343,383161,20.0,11601.0,0,14.14213562,0,1998.0254,4380,20,1,3,52.0
5,0,2.6522,0.0,256,-1,10912763.0,0.9633,1,10900000,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
4,7,30344.9264,18.23899863,8192,229,383793.0,26.3106,96,22602,48,145605.4054,383770,26.0,11601.0,0,10.26320288,0,1561.969346,4380,20,1,2,72.0
6,0,2.5775,0.0,256,-1,10905734.0,2.7011,3,10900000,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
2,6,31713.7474,16.05072028,8192,229,373815.0,26.0527,48,11122,49,160763.261,373791,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0
5,0,2.9914,0.0,256,-1,10893248.0,0.9009,1,10900000,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
4,4,31025.3671,10.728031,8192,229,372855.0,24.248,49,10195,190,206320.2881,372806,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0
4,0,2.2818,0.0,256,-1,10904701.0,4.3822,4,10900000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,4,8972.0145,3.295224067,8192,229,1213878.0,3.7318,50,744,4,700159.4085,1213832,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
5,0,2.3128,0.0,256,-1,10049708.0,1.0515,1,10000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,4,13283.067,4.351004212,8192,229,919328.0,4.4915,48,936,5,529954.9119,919278,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
4,0,2.2243,0.0,256,-1,10053741.0,0.9447,1,10100000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,5,12221.808,5.446379846,8192,229,918041.0,2.0818,48,956,2,458332.0325,917969,26.0,11607.0,0,10.26320288,0,3346.363967,7300,20,1,1,72.0
4,0,2.5238,0.0,256,-1,10052764.0,0.0,0,10100000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,5,12309.5765,5.457234383,8192,229,916215.0,3.4015,3,907,3,457398.1739,916188,26.0,11607.0,0,10.26320288,0,3173.373883,5840,20,1,1,72.0
4,0,2.1493,0.0,256,-1,10049847.0,1.031,1,10000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,5,12365.086,5.468802125,8192,229,914277.0,1.8757,3,944,2,456465.0351,914223,26.0,11607.0,0,10.26320288,0,4455.182578,10220,20,1,1,72.0
4,0,2.5971,0.0,256,-1,10046799.0,0.9829,1,10000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,5,13652.8691,5.474100934,8192,229,913392.0,3.7494,19,627,4,456106.4165,913358,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
4,0,2.3796,0.0,256,-1,10045863.0,1.0422,1,10000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,4,12600.6667,4.383878724,8192,229,912434.0,4.3255,57,746,4,526109.9828,912359,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
4,0,2.6711,0.0,256,-1,10044708.0,0.0,0,10000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,4,12476.8852,4.500779197,8192,229,888735.0,5.0233,65,884,5,512242.9813,888648,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
3,0,2.3143,0.0,256,-1,10037389.0,0.98,1,10000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,5,13783.3395,5.626227221,8192,229,888695.0,4.6588,67,853,4,443673.7493,888454,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
4,0,2.2844,0.0,256,-1,10050722.0,1.051,1,10100000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,5,13340.7432,5.630763791,8192,229,887979.0,4.1316,48,646,4,443404.4045,887882,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
3,1,1407271.1165,62500.0,256,229,16.0,0.9656,1,4,0,0.0,0,18.0,6.0,6,0.0,6,0.0,6,20,0,0,60.0
2,0,1.2836,0.0,256,-1,10045345.0,9591429.7399,10000000,10000000,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0
4,4,12833.1613,4.51017778,8192,229,886883.0,3.6877,4,741,12,511352.6347,886863,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
2,4,12894.3544,4.58256289,8192,229,872874.0,4.2139,19,995,4,503040.6144,872754,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
3,6,12434.8426,6.69928474,8192,229,895618.0,9.4223,80,14097,9,392478.8267,895584,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0
5,0,2.2589,0.0,256,-1,10013742.0,2.6996,3,10000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,0,2.3546,0.0,256,-1,10014778.0,1.1606,1,10000000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,6,10813.3287,6.326071004,8192,229,948456.0,3.0666,3,7179,16,419980.0217,948416,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0
3,0,2.2798,0.0,256,-1,9953616.0,245.3681,224,9953616,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,6,12370.1257,6.374806764,8192,229,941205.0,3.3627,59,960,4,420326.6478,941186,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
4,0,2.4236,0.0,256,-1,9946443.0,305.9109,331,9946443,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,6,12304.3466,6.368750663,8192,229,942100.0,2.01,4,699,2,420856.3785,942072,26.0,11607.0,0,10.26320288,0,2558.396197,5840,20,1,2,72.0
4,0,2.3218,0.0,256,-1,9944716.0,368.7066,373,9944716,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,5,11132.7033,4.44831151,8192,229,1124022.0,0.8992,1,805,4,561323.7646,1123894,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
5,0,3.356,0.0,256,-1,9327760.0,0.8614,1,9327760,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
4,6,16268.0818,8.438913518,8192,229,710992.0,49.158,138,4528,163,315021.8092,710928,26.0,11601.0,0,10.26320288,0,1998.0254,4380,20,1,2,72.0
3,0,2.5622,0.0,256,-1,9312811.0,858.8779,1003,9312811,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,5,16047.4007,7.064901007,8192,229,707724.0,17.8755,49,1375,187,352472.7166,707706,26.0,11607.0,0,10.26320288,0,3802.315321,8760,20,1,1,72.0
3,5,15948.5404,7.082604415,8192,229,705955.0,1.51,2,809,3,352259.0253,705907,26.0,11607.0,0,10.26320288,0,3346.363967,7300,20,1,1,72.0
3,5,16357.6178,7.086218015,8192,229,705595.0,4.3358,43,715,4,352169.129,705546,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
4,4,17296.5213,5.679002881,8192,229,704349.0,4.4433,103,968,5,405736.4097,704329,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
3,4,16167.5831,5.68625249,8192,229,703451.0,2.8956,3,731,6,405479.3192,703419,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
2,5,17606.5438,7.112152962,8192,229,703022.0,36.8479,39,790,47,350819.8377,702974,26.0,11607.0,0,10.26320288,0,3173.373883,5840,20,1,1,72.0
3,5,16023.3271,7.118704396,8192,229,702375.0,3.0616,3,740,6,350528.9681,702303,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
4,4,17820.9955,5.702514096,8192,229,701445.0,3.3504,4,527,6,404476.9653,701398,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
3,5,16360.3387,7.13797273,8192,229,700479.0,3.7304,4,759,4,349556.3164,700395,26.0,11607.0,0,10.26320288,0,3769.536019,8675,20,1,1,72.0
3,4,17195.0723,5.717994242,8192,229,699546.0,38.3091,40,796,157,403003.8932,699451,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
2,5,18542.4736,7.155542898,8192,229,698759.0,2.0092,3,771,2,348795.6657,698655,26.0,11607.0,0,10.26320288,0,3802.315321,8760,20,1,1,72.0
2,5,19468.5169,7.465148952,8192,229,669779.0,1.1568,3,1021,1,334074.1013,669701,26.0,11607.0,0,10.26320288,0,4455.182578,10220,20,1,1,72.0
2,5,16224.769,7.475260625,8192,229,668873.0,1.9246,4,878,2,333702.2171,668816,26.0,11607.0,0,10.26320288,0,3346.363967,7300,20,1,1,72.0
3,5,20136.6349,8.22961278,8192,229,607562.0,28.3711,28,2477,106,301900.5787,607505,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
4,5,18291.2286,8.25131526,8192,229,605964.0,2.712,49,928,3,302202.6486,605878,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
3,5,19609.4642,8.273159884,8192,229,604364.0,2.3385,2,912,2,301394.1036,604289,26.0,11607.0,0,10.26320288,0,3346.363967,7300,20,1,1,72.0
2,6,25165.1261,12.66985525,8192,229,473565.0,2.6603,4,820,3,211235.2171,473437,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
4,0,2.785,0.0,256,-1,8988658.0,285.599,276,8988658,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,6,30283.9773,16.6960703,8192,229,359366.0,54.6848,49,34531,64,141891.0924,359316,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0
5,0,3.151,0.0,256,-1,8959790.0,133.5788,144,8959790,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
3,4,28836.0053,10.34848524,8192,229,386530.0,15.1344,562,25773,194,201000.8757,386513,26.0,11601.0,0,10.26320288,0,4871.82583,10135,20,1,1,72.0
4,0,2.7713,0.0,256,-1,8912887.0,0.0,0,8912887,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,4,30514.1564,10.37035117,8192,229,385715.0,11.7925,536,24785,170,201384.2506,385704,26.0,11601.0,0,10.26320288,0,4871.82583,10135,20,1,1,72.0
3,0,2.7485,0.0,256,-1,8911732.0,0.8956,1,8911732,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,3,28412.8142,7.789274169,8192,229,385145.0,101.7518,478,23916,23910,238450.5488,385040,26.0,11601.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
3,0,2.7162,0.0,256,-1,8909770.0,0.8716,1,8909770,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,4,29285.096,10.41807745,8192,229,383948.0,82.2907,609,22857,145,202012.0445,383855,26.0,11601.0,0,10.26320288,0,3345.636997,5840,20,1,1,72.0
3,0,2.6105,0.0,256,-1,8910772.0,0.0,0,8910772,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,0,2.677,0.0,256,-1,8907781.0,0.9701,1,8907781,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,5,28078.7933,13.06506402,8192,229,382700.0,37.1385,462,20907,187,177364.7646,382647,26.0,11601.0,0,10.26320288,0,3668.897,8760,20,1,1,72.0
4,0,2.7673,0.0,256,-1,8902763.0,3.8593,4,8902763,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,4,28278.511,10.47954393,8192,229,381696.0,14.5198,546,19942,196,203111.2611,381682,26.0,11601.0,0,10.26320288,0,4088.041942,8675,20,1,1,72.0
5,0,2.6407,0.0,256,-1,8901765.0,1019.3504,977,8901765,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,0,2.7964,0.0,256,-1,8900773.0,2.252,2,8900773,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,5,28187.8763,13.11272485,8192,229,381309.0,35.404,499,18048,161,178215.1254,381266,26.0,11601.0,0,10.26320288,0,3022.508098,7300,20,1,1,72.0
5,0,3.1351,0.0,256,-1,8897774.0,2.8996,3,8897774,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
3,5,32245.1426,13.1838461,8192,229,379252.0,9.6318,515,16992,166,178165.2752,379244,26.0,11601.0,0,10.26320288,0,2207.341206,4380,20,1,1,72.0
4,0,2.552,0.0,256,-1,8898794.0,1.0388,1,8898794,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,5,32133.9703,13.18085718,8192,229,379338.0,78.9838,447,16062,167,178505.1161,379257,26.0,11601.0,0,10.26320288,0,2436.833027,5840,20,1,1,72.0
6,0,3.4457,0.0,256,-1,8897756.0,4.0853,4,8897756,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
2,5,28685.6569,13.22156702,8192,229,378170.0,59.8505,447,15094,176,178755.5425,378112,26.0,11601.0,0,10.26320288,0,3022.508098,7300,20,1,1,72.0
5,0,3.4009,0.0,256,-1,8896752.0,5.2941,4,8896752,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
3,5,31603.1468,13.28942507,8192,229,376239.0,9.7264,438,13152,183,179109.7587,376228,26.0,11601.0,0,10.26320288,0,3022.508098,7300,20,1,1,72.0
4,0,3.138,0.0,256,-1,8893782.0,2.7226,3,8893782,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
2,4,31084.978,10.66166279,8192,229,375176.0,36.8979,498,12121,315,205803.4502,375139,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0
4,0,3.5133,0.0,256,-1,8895789.0,4.0656,4,8895789,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
3,4,31444.2484,10.86206803,8192,229,368254.0,113.5381,547,5217,179,207856.1626,368155,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0
4,6,31714.5247,16.24427051,8192,229,369361.0,43.6715,520,4930,48,162193.2155,369312,26.0,11601.0,0,10.26320288,0,2201.078258,5840,20,1,2,72.0
3,5,31351.6066,13.57732695,8192,229,368261.0,0.8488,1,3909,153,181245.5617,368228,26.0,11601.0,0,10.26320288,0,2436.833027,5840,20,1,1,72.0
2,6,13302.4979,6.527067204,8192,229,919249.0,2.5206,4,1022,3,410344.9491,919135,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0
5,0,3.7091,0.0,256,-1,8048903.0,0.8402,1,8048903,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
4,6,12629.0006,6.749171539,8192,229,888998.0,1.7293,3,1035,2,396913.9123,888896,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
2,6,11950.9958,6.237220196,8192,229,961967.0,18.5196,17,8098,47,425463.9362,961934,26.0,11601.0,0,10.26320288,0,2189.772933,5840,20,1,2,72.0
4,0,2.7883,0.0,256,-1,7934320.0,254.9743,251,7934320,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,6,10363.491,6.297017732,8192,229,952832.0,3.2632,3,7085,16,421985.5458,952698,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0
3,0,2.8967,0.0,256,-1,7942314.0,327.3481,354,7942314,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,4,12973.3611,4.147136247,8192,229,964521.0,52.867,256,7474,195,550245.7582,964342,26.0,11601.0,0,10.26320288,0,4871.82583,10135,20,1,1,72.0
3,0,3.1808,0.0,256,-1,7929633.0,215.5017,243,7929633,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,4,10855.6018,4.068894522,8192,229,983068.0,65.9485,239,6425,156,561845.3001,982989,26.0,11601.0,0,10.26320288,0,3345.636997,5840,20,1,1,72.0
5,0,2.875,0.0,256,-1,7910024.0,356.4416,331,7910024,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,4,11756.5775,4.174816256,8192,229,958126.0,34.9295,201,5378,159,548328.8268,958076,26.0,11601.0,0,10.26320288,0,3540.00286,7215,20,1,1,72.0
4,0,2.9981,0.0,256,-1,7928741.0,361.987,334,7928741,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,5,11195.0069,5.0757505,8192,229,985076.0,52.0388,278,4472,188,489300.9175,984894,26.0,11601.0,0,10.26320288,0,3022.508098,7300,20,1,1,72.0
4,0,3.676,0.0,256,-1,7911195.0,283.5074,245,7911195,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
4,6,12420.7175,6.097176804,8192,229,984062.0,14.7141,278,3521,16,437945.1163,984043,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0
6,0,3.6033,0.0,256,-1,7909544.0,220.7664,228,7909544,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
3,4,12104.1698,4.050362204,8192,229,987566.0,72.1871,280,3172,155,567278.5456,987403,26.0,11601.0,0,10.26320288,0,3540.00286,7215,20,1,1,72.0
4,0,3.1513,0.0,256,-1,7906161.0,298.485,324,7906161,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,6,13237.8335,6.096563469,8192,229,984161.0,15.7459,234,2132,15,438762.1879,984125,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0
4,0,2.9305,0.0,256,-1,7908232.0,325.0721,313,7908232,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,6,7557.7425,4.128927126,8192,229,1453162.0,50.6469,315,1416,44,648890.3953,1453085,26.0,11607.0,0,10.26320288,0,3414.854477,8760,20,1,2,72.0
3,6,10092.0942,5.694982436,8192,229,1053559.0,16.8695,202,1280,13,470260.3909,1053511,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
4,0,3.1631,0.0,256,-1,7838149.0,356.9599,313,7838149,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,6,7657.1081,3.866485114,8192,229,1551797.0,11.3319,64,781,12,693339.6819,1551742,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
4,6,7457.7574,3.866529963,8192,229,1551779.0,12.8417,69,765,13,693371.3211,1551724,26.0,11607.0,0,10.26320288,0,2558.396197,5840,20,1,2,72.0
4,4,7622.4906,2.579315566,8192,229,1550799.0,3.8411,4,960,6,894458.3073,1550738,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
4,6,7533.7332,3.869649565,8192,229,1550528.0,3.0131,45,880,3,692837.1757,1550517,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
3,5,7359.6173,3.229233606,8192,229,1548355.0,2.942,49,871,3,773443.43,1548264,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
3,5,7388.0498,3.22968207,8192,229,1548140.0,5.159,98,805,5,773351.7516,1548094,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
3,6,10274.0889,5.324879791,8192,229,1126786.0,3.2399,3,998,3,503193.4832,1126662,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
4,6,18502.7744,8.50128086,8192,229,705776.0,3.5926,23,816,3,315123.2839,705628,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
3,5,17395.5933,7.151275215,8192,229,699176.0,3.381,4,784,5,348917.8164,699062,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
3,4,18122.2921,6.616798065,8192,229,604522.0,6.6169,49,877,6,348209.4693,604469,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
3,5,19878.123,8.377496703,8192,229,596837.0,5.8063,64,1005,5,297576.6287,596718,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
4,5,19518.1852,8.392091964,8192,229,595799.0,3.8691,20,763,4,297262.8378,595732,26.0,11607.0,0,10.26320288,0,3173.373883,5840,20,1,1,72.0
2,4,21385.7355,6.744498176,8192,229,593076.0,2.5427,3,777,5,341693.7285,593035,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
2,5,21549.7874,8.713898319,8192,229,573796.0,2.7688,3,1086,5,286043.1537,573635,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
3,5,20302.0078,8.770206556,8192,229,570112.0,3.9897,4,800,4,284407.8278,569954,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
4,4,20406.8745,7.026839012,8192,229,569246.0,5.6995,18,587,6,328095.8826,569198,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0
3,5,12088.3694,5.508779893,8192,229,907642.0,3.5619,185,888,4,453190.4385,907558,26.0,11607.0,0,10.26320288,0,3173.373883,5840,20,1,1,72.0
3,5,13258.3393,5.517886782,8192,229,906144.0,5.5045,48,781,5,452379.7839,906054,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0
3,6,14639.2183,7.141148368,8192,229,840201.0,2.2767,4,945,2,375154.6154,840122,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
3,5,21246.7516,9.076848228,8192,229,550852.0,3.7074,18,1039,4,274599.6847,550756,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
4,0,5.5154,0.0,256,-1,4409032.0,270.6119,273,4409032,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,6,35310.1049,18.51428995,8192,229,324074.0,3.1009,3,905,3,144355.0098,323994,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0
4,0,5.7009,0.0,256,-1,4395459.0,397.6838,366,4395459,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,6,10977.5644,6.06891864,8192,229,988644.0,3.3263,3,945,3,441429.2954,988628,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
5,0,7.6002,0.0,256,-1,3726506.0,270.0504,270,3726506,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
4,6,7242.8883,3.569858259,8192,229,1680739.0,3.2205,4,907,3,751073.6446,1680684,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
3,0,8.1743,0.0,256,-1,2728958.0,217.5616,246,2728958,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,5,6726.9009,2.985876803,8192,229,1674550.0,4.1232,4,922,5,836513.9331,1674501,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
5,0,8.691,0.0,256,-1,2723012.0,366.5292,340,2723012,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,7,6141.5587,3.61053844,8192,229,1938769.0,1.726,3,949,2,790884.3921,1938721,26.0,11607.0,0,10.26320288,0,1773.970728,4380,20,1,2,72.0
5,0,12.3682,0.0,256,-1,2444248.0,223.5793,273,2444248,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
4,0,8.4344,0.0,256,-1,2407604.0,403.2246,336,2407604,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,6,12044.5391,6.036891444,8192,229,993889.0,2.6898,3,976,3,443867.6243,993814,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
4,0,13.7746,0.0,256,-1,1723083.0,230.315,213,1723083,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,5,12351.2472,5.039946617,8192,229,992074.0,3.6304,16,756,4,495384.7809,992028,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0
5,0,13.2783,0.0,256,-1,1719815.0,272.1557,257,1719815,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
3,6,7339.0894,3.508858112,8192,229,1709958.0,2.6956,3,787,4,764207.4992,1709906,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
3,0,31.2576,0.0,256,-1,722684.0,312.5666,313,722684,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,6,6752.8593,3.565424651,8192,229,1682829.0,3.3977,18,935,3,751998.7161,1682810,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0
5,0,35.818,0.0,256,-1,712274.0,161.1362,160,712274,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
2,6,9922.8939,4.59939288,8192,229,1304520.0,3.1792,207,991,4,582667.1365,1304473,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0
5,0,69.5305,0.0,256,-1,406145.0,230.4298,235,406145,0,0.0,0,30.0,0.0,6,0.0,0,0.0,6,20,0,0,100.0
3,6,7658.6102,3.512247206,8192,229,1708308.0,2.8906,4,769,3,763481.4446,1708260,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0
5,0,1.6871,0.0,256,-1,12532624.0,0.9064,1,12500000,0,0.0,0,24.0,0.0,6,0.0,0,0.0,6,20,0,0,80.0
4,7,12205.8853,7.077233853,8192,229,989087.0,1.9368,3,665,2,403285.0365,988992,26.0,11607.0,0,10.26320288,0,2127.59774,5840,20,1,2,72.0
